Income,Recency,NumWebVisitsMonth,Complain,Age,Total_spend,Total_purchase,Total_children,accepted_camp,Total_adults,Family_size,Customer_Since_Years,Education_encode
1342,62845.0,3,8,0,74,1178,28,2,2,2,4,11,3
1343,18929.0,15,6,0,33,85,6,0,0,2,2,10,2
1344,24367.0,58,9,0,41,24,4,1,0,1,2,10,1
1345,33249.0,11,6,0,48,112,8,1,0,1,2,10,2
1346,26887.0,27,6,0,64,30,5,1,0,2,3,10,3
1347,50150.0,32,5,0,40,410,16,0,0,2,2,10,4
1348,62061.0,12,6,0,47,800,24,1,1,2,3,10,2
1349,85696.0,88,1,0,61,1313,20,0,1,1,1,10,4
1350,76542.0,91,2,0,67,1483,23,0,0,2,2,10,4
1351,70515.0,12,2,0,30,1258,17,0,1,1,1,10,2
1352,18227.0,21,8,0,36,28,4,1,0,2,3,11,2
1353,69139.0,23,4,0,58,227,11,1,0,2,3,9,2
1354,69109.0,10,4,0,41,1555,20,0,2,2,2,11,2
1355,69627.0,35,5,0,61,861,23,1,0,1,2,10,2
1356,38136.0,69,8,0,45,103,8,1,1,2,3,10,2
1357,62159.0,68,4,0,77,634,19,0,0,1,1,9,4
1358,80695.0,85,2,0,60,1918,19,0,0,1,1,10,2
1359,33316.0,34,6,0,52,131,10,2,0,1,3,10,3
1360,58554.0,55,7,0,55,586,22,2,0,2,4,11,2
1361,17256.0,10,8,0,31,62,7,1,1,2,3,10,1
1362,53034.0,30,8,0,49,447,22,2,0,1,3,10,2
1363,52203.0,36,6,0,73,939,27,0,0,2,2,11,3
1364,59601.0,14,8,0,46,797,15,1,1,1,2,10,3
1365,75154.0,79,3,0,65,1143,16,1,1,1,2,11,3
1366,47025.0,52,6,0,47,415,17,1,0,1,2,10,2
1367,37971.0,97,8,0,50,30,5,1,0,2,3,10,2
1368,41335.0,24,7,0,55,187,12,1,0,1,2,10,3
1369,67267.0,0,2,0,65,251,11,1,0,2,3,9,2
1370,57338.0,96,5,0,48,237,12,1,0,1,2,9,2
1371,50523.0,89,6,0,63,91,8,2,0,2,4,10,3
1372,35791.0,94,8,0,58,35,6,3,0,1,4,10,3
1373,50611.0,98,6,0,63,493,22,1,1,1,2,11,4
1374,56242.0,72,6,0,54,971,28,1,0,2,3,10,4
1375,48904.0,1,8,0,63,371,17,1,0,1,2,11,2
1376,56243.0,26,5,0,48,396,20,3,0,1,4,10,2
1377,21355.0,5,6,0,38,68,7,1,2,2,3,10,2
1378,57420.0,22,7,0,52,322,15,1,1,2,3,10,3
1380,46390.0,56,7,0,68,222,10,1,0,1,2,9,3
1381,54342.0,74,6,0,67,177,12,2,0,2,4,10,3
1384,20895.0,24,9,0,50,45,6,1,0,2,3,11,2
1385,92344.0,9,1,0,75,1899,20,0,2,2,2,9,2
1387,26907.0,10,7,0,47,22,6,2,0,2,4,10,3
1388,44964.0,35,8,0,43,41,5,2,0,2,4,11,2
1389,75507.0,56,3,0,44,1440,21,0,0,2,2,9,2
1390,53761.0,7,5,0,51,325,17,2,0,2,4,10,3
1391,22682.0,51,4,0,50,95,10,1,0,2,3,10,2
1392,38887.0,17,7,0,51,42,5,1,0,2,3,9,4
1393,41658.0,30,4,0,48,72,6,2,0,1,3,11,3
1394,29791.0,21,5,0,51,20,7,1,0,2,3,9,4
1395,63915.0,2,5,0,67,789,23,2,0,2,4,10,3
1396,39996.0,85,6,0,49,15,4,2,0,1,3,9,2
1397,26759.0,65,6,0,51,59,8,1,0,1,2,9,2
1398,63841.0,64,6,0,55,908,22,1,0,1,2,10,3
1399,51039.0,11,7,0,54,417,14,2,0,2,4,11,4
1400,60544.0,92,6,0,62,289,15,2,0,2,4,11,2
1401,65685.0,54,5,0,51,769,21,1,0,2,3,9,2
1402,37716.0,4,7,0,70,188,10,1,0,2,3,9,2
1403,36864.0,53,8,0,66,354,14,1,1,1,2,11,2
1404,44511.0,39,8,0,53,727,26,1,0,2,3,11,3
1405,36947.0,49,9,0,56,146,11,2,0,2,4,11,4
1406,47352.0,70,7,0,72,319,16,1,0,2,3,10,3
1407,67087.0,40,4,0,70,794,22,1,0,2,3,10,3
1408,57045.0,40,3,0,73,454,18,1,0,2,3,11,2
1409,36957.0,43,9,0,70,152,11,2,1,1,3,11,4
1410,69389.0,17,4,0,46,797,22,1,0,2,3,11,4
1411,80134.0,40,6,0,51,1690,16,1,4,2,3,10,2
1412,43142.0,84,7,0,54,20,4,2,0,2,4,9,3
1413,80589.0,25,1,0,79,1428,21,0,2,2,2,9,2
1414,34412.0,62,9,0,33,209,11,1,0,1,2,10,2
1415,57537.0,83,4,0,44,545,19,1,0,1,2,10,2
1416,22634.0,47,8,0,57,96,6,0,0,2,2,10,1
1417,51315.0,45,2,0,75,222,10,0,0,2,2,9,2
1418,36026.0,34,6,0,51,61,7,3,0,2,5,9,2
1419,24639.0,3,6,0,50,44,9,2,0,2,4,9,2
1420,34578.0,1,6,0,51,8,4,3,0,2,5,9,4
1421,65704.0,18,1,0,51,817,23,0,0,1,1,10,3
1422,63810.0,45,8,0,57,1371,23,1,1,1,2,11,2
1423,54132.0,81,7,0,54,42,5,1,0,2,3,9,4
1424,18690.0,77,8,0,64,60,5,0,0,2,2,11,2
1425,28164.0,23,7,0,53,78,9,1,0,2,3,10,2
1426,34596.0,48,8,0,49,23,4,1,0,2,3,10,4
1427,43269.0,61,8,0,51,19,4,1,0,2,3,10,4
1428,38741.0,60,7,0,65,61,7,2,0,1,3,9,3
1429,31907.0,75,7,0,51,449,14,0,0,1,1,10,2
1430,27100.0,64,7,0,40,37,5,1,0,2,3,10,3
1431,31163.0,54,6,0,50,38,5,1,0,1,2,9,3
1432,92533.0,84,2,0,38,1131,23,0,2,2,2,10,2
1433,34853.0,75,6,0,50,34,7,2,0,1,3,10,2
1434,70844.0,16,7,0,56,294,17,2,0,1,3,10,2
1435,31086.0,79,8,0,44,48,6,2,1,2,4,10,3
1436,60544.0,92,6,0,62,289,15,2,0,2,4,11,2
1437,20491.0,16,7,0,37,30,4,0,0,2,2,10,3
1438,42523.0,96,2,0,59,125,7,0,0,2,2,9,2
1439,39922.0,30,8,0,40,156,9,1,0,2,3,10,2
1440,33402.0,60,8,0,71,70,9,2,0,2,4,10,2
1441,36408.0,11,6,0,74,22,4,2,0,2,4,10,3
1442,21645.0,75,9,0,44,65,9,1,1,2,3,11,2
1443,78427.0,36,3,0,75,1930,23,0,2,1,1,11,3
1444,82657.0,71,4,0,77,2283,23,0,2,2,2,10,2
1445,51876.0,88,1,0,65,310,13,0,0,2,2,10,2
1446,78041.0,93,2,0,52,1319,18,0,0,2,2,11,3
1447,52852.0,93,8,0,66,879,26,1,1,2,3,11,2
1448,70038.0,54,2,0,41,1244,17,0,0,2,2,10,4
1449,69401.0,41,2,0,50,690,17,1,0,2,3,9,3
1450,46053.0,46,5,0,51,209,12,1,0,2,3,10,2
1451,77343.0,28,1,0,58,1134,17,0,0,2,2,9,2
1452,73892.0,40,1,0,70,1507,23,0,1,1,1,10,2
1453,40304.0,82,7,0,56,57,6,1,0,1,2,10,4
1454,32727.0,38,8,0,58,529,17,0,0,2,2,11,4
1455,68695.0,3,2,0,54,1091,16,0,0,2,2,9,2
1456,43300.0,87,8,0,52,180,11,1,1,1,2,11,2
1457,26290.0,49,6,0,51,77,10,2,0,2,4,10,2
1458,93790.0,16,2,0,53,2349,25,0,4,1,1,9,2
1459,38410.0,65,6,0,49,534,18,0,1,2,2,11,4
1460,64866.0,9,5,0,73,556,21,1,1,1,2,9,3
1461,57957.0,24,3,1,64,637,25,1,0,2,3,10,2
1462,46015.0,25,7,0,68,46,5,2,2,2,4,9,4
1463,16531.0,43,7,0,45,44,9,1,0,2,3,9,2
1464,28072.0,10,7,0,37,47,5,1,0,2,3,10,3
1465,49476.0,29,2,0,60,795,22,1,0,1,2,10,3
1466,50725.0,45,8,0,70,586,21,1,0,2,3,10,2
1467,83844.0,57,1,0,71,1574,20,0,1,2,2,10,2
1468,41145.0,20,3,0,73,13,4,2,0,2,4,9,4
1469,67419.0,29,5,0,53,1471,25,1,0,2,3,10,2
1470,23162.0,82,6,0,53,65,8,2,0,2,4,10,3
1471,34380.0,68,8,0,46,175,12,1,0,2,3,10,2
1472,34704.0,65,5,0,57,40,5,1,0,1,2,10,2
1473,94871.0,99,7,0,54,1078,18,2,3,2,4,11,4
1474,65148.0,9,4,0,65,1115,21,1,0,2,3,11,2
1475,39898.0,20,7,0,69,134,9,1,0,2,3,10,2
1476,64857.0,78,4,0,67,1540,23,0,0,1,1,11,3
1477,59892.0,26,3,0,53,87,7,1,0,2,3,10,4
1478,41020.0,68,3,0,36,217,10,0,0,1,1,10,3
1479,57072.0,79,5,0,62,1034,27,1,1,2,3,9,4
1480,60474.0,25,7,0,44,1180,31,1,0,1,2,10,2
1481,62807.0,83,5,0,63,819,23,1,0,2,3,11,2
1482,19414.0,32,8,0,42,32,5,1,0,2,3,10,3
1483,19107.0,49,7,0,43,46,6,1,0,2,3,10,2
1484,75484.0,50,4,0,47,1159,18,1,0,2,3,11,3
1485,70379.0,84,4,0,47,860,25,1,0,1,2,10,3
1486,79419.0,96,2,0,53,1631,15,0,0,2,2,9,3
1487,64014.0,56,7,0,77,444,22,3,1,2,5,9,4
1488,76998.0,85,6,0,68,1910,29,1,1,2,3,10,2
1489,49854.0,63,6,0,51,380,18,1,0,2,3,10,3
1490,60585.0,17,5,0,52,736,30,2,1,2,4,10,4
1491,42873.0,11,8,0,73,269,15,2,0,1,3,10,4
1492,87679.0,62,4,0,35,2524,29,0,4,2,2,10,2
1493,57867.0,48,6,0,45,612,25,1,0,2,3,10,2
1494,35765.0,86,6,0,33,75,8,1,0,2,3,10,2
1495,65492.0,73,2,0,64,1045,26,0,0,2,2,9,2
1496,32952.0,36,7,0,46,55,6,1,0,1,2,10,2
1497,53374.0,34,9,0,54,1064,21,1,2,2,3,11,4
1498,71706.0,16,5,0,64,1443,25,1,0,2,3,11,2
1499,68487.0,48,4,0,35,1366,30,0,0,2,2,10,2
1500,53253.0,61,5,0,48,436,19,2,0,2,4,10,3
1501,31163.0,54,6,0,50,38,5,1,0,1,2,9,3
1502,42014.0,56,8,0,46,436,20,1,1,2,3,11,2
1503,54108.0,74,8,0,50,747,32,2,0,2,4,11,3
1504,49667.0,35,8,0,68,1396,22,0,2,1,1,11,4
1505,63206.0,65,2,0,49,928,14,0,1,2,2,9,3
1506,57136.0,48,6,0,51,642,26,2,0,2,4,10,3
1507,46772.0,88,8,0,48,1048,30,1,1,2,3,11,3
1508,78931.0,19,1,0,52,943,24,0,0,2,2,10,4
1509,53977.0,21,5,0,65,907,27,1,0,2,3,10,2
1510,84219.0,27,1,0,35,1198,18,0,0,2,2,9,2
1511,46098.0,86,8,0,48,120,11,2,0,1,3,11,3
1512,73538.0,92,7,0,58,1658,26,1,0,2,3,11,2
1513,79529.0,1,2,0,37,1638,22,0,0,2,2,9,2
1514,20981.0,14,8,0,46,73,7,0,1,2,2,10,3
1515,51766.0,74,5,0,43,275,12,1,0,1,2,9,2
1516,55759.0,84,8,0,61,854,26,1,0,2,3,11,2
1517,33039.0,4,5,0,45,78,7,1,0,2,3,10,2
1518,37787.0,50,8,0,51,106,7,1,0,2,3,10,3
1519,27242.0,2,9,0,53,106,7,1,1,1,2,11,2
1520,87188.0,73,3,0,40,1923,19,0,1,1,1,10,4
1521,69930.0,21,3,0,52,1662,22,0,0,2,2,10,2
1522,37697.0,82,6,0,47,84,7,1,0,1,2,9,2
1523,37401.0,14,7,0,50,48,7,1,0,2,3,9,4
1524,3502.0,56,14,0,50,5,0,1,0,1,2,10,2
1525,58597.0,20,7,0,47,733,32,2,0,2,4,11,2
1526,82032.0,54,1,0,75,1234,17,0,0,1,1,9,4
1527,28087.0,77,7,0,65,112,9,2,0,2,4,11,2
1528,74004.0,5,3,0,36,1658,15,0,3,1,1,9,4
1529,19740.0,65,5,0,63,55,7,1,0,2,3,10,2
1530,57036.0,33,9,0,48,1513,26,1,1,2,3,11,3
1531,53083.0,65,7,0,65,271,17,2,1,2,4,10,3
1532,69283.0,41,5,0,48,904,27,1,0,2,3,9,4
1533,46098.0,86,8,0,48,120,11,2,1,1,3,11,3
1534,23331.0,92,8,0,35,103,8,1,0,2,3,11,3
1535,23331.0,97,9,0,35,269,17,1,0,1,2,11,3
1536,9255.0,91,8,0,34,22,5,1,0,1,2,10,2
1537,67786.0,0,1,0,64,1156,16,0,1,1,1,10,4
1538,71969.0,59,8,0,52,1086,19,1,1,2,3,11,4
1539,59235.0,4,7,0,56,1128,28,1,0,1,2,10,3
1540,31928.0,5,7,0,34,72,9,1,0,2,3,9,2
1541,74881.0,48,5,0,62,964,27,2,0,2,4,10,3
1542,65819.0,99,3,0,45,1383,20,0,0,2,2,11,2
1543,51411.0,81,5,0,70,18,4,3,0,1,4,10,4
1544,51983.0,95,7,0,59,793,24,1,0,1,2,11,2
1545,42386.0,43,8,0,37,100,7,1,0,2,3,10,3
1546,30390.0,5,6,0,36,80,6,0,0,2,2,10,3
1547,30983.0,50,8,0,60,167,8,0,1,1,1,11,2
1548,66033.0,76,7,0,66,677,20,1,0,1,2,10,2
1549,37284.0,46,6,0,48,23,4,2,0,2,4,10,3
1550,57530.0,68,1,0,72,92,7,1,0,1,2,10,3
1551,76800.0,33,1,0,58,641,16,0,0,2,2,9,3
1552,63943.0,50,5,0,67,1106,17,1,0,2,3,11,2
1553,76081.0,85,2,0,61,1033,14,0,1,2,2,9,2
1554,67445.0,63,6,0,49,1174,32,1,0,2,3,11,2
1555,37054.0,89,7,0,56,25,6,2,0,2,4,10,3
1556,47175.0,81,8,0,61,240,17,2,2,2,4,11,3
1557,31859.0,77,7,0,47,20,4,1,0,1,2,10,2
1558,27215.0,50,6,0,62,102,11,3,0,1,4,10,2
1559,70179.0,10,5,0,47,1034,26,1,0,1,2,10,4
1560,39922.0,30,8,0,40,156,9,1,0,2,3,10,2
1561,49681.0,66,7,0,47,458,21,2,0,2,4,10,3
1562,24645.0,16,8,0,35,17,4,1,0,2,3,11,2
1563,79865.0,12,1,0,69,792,21,1,0,1,2,9,2
1564,44322.0,30,8,0,38,92,8,1,0,2,3,9,2
1565,47958.0,8,5,0,71,407,16,1,0,1,2,10,2
1566,63972.0,93,4,0,59,1269,23,1,1,1,2,11,3
1567,75315.0,14,2,0,69,841,23,1,0,2,3,9,2
1568,55517.0,53,9,0,73,633,23,2,1,2,4,11,4
1569,75283.0,26,4,0,66,1019,25,3,0,2,5,10,4
1570,82800.0,23,3,0,77,1315,26,0,3,1,1,11,4
1571,38998.0,92,8,1,69,54,8,2,0,2,4,11,2
1572,90638.0,29,1,0,32,2525,18,0,2,1,1,9,3
1573,27161.0,41,7,0,37,52,5,1,0,2,3,10,3
1574,42014.0,56,8,0,46,436,20,1,1,2,3,11,2
1575,38201.0,19,8,0,63,268,15,1,0,2,3,10,4
1576,45203.0,4,6,0,41,147,8,2,1,2,4,9,2
1577,81574.0,89,1,0,76,1798,18,0,2,2,2,9,4
1578,34935.0,71,7,0,31,137,8,0,0,2,2,10,2
1579,60482.0,81,7,0,47,507,17,1,0,1,2,10,3
1580,34633.0,31,6,0,67,15,4,3,0,2,5,9,2
1581,78093.0,53,1,0,76,1105,17,0,0,2,2,10,3
1582,82460.0,78,1,0,73,974,15,0,0,1,1,10,2
1583,45903.0,80,4,0,57,66,8,1,0,2,3,9,3
1584,81361.0,18,1,0,36,778,27,0,1,1,1,9,2
1585,35860.0,37,5,0,50,49,6,2,2,1,3,9,4
1586,40442.0,52,7,0,71,169,12,2,1,2,4,11,3
1587,61482.0,39,2,0,58,299,12,0,0,2,2,9,2
1588,34968.0,11,7,0,43,221,17,1,0,2,3,10,2
1589,75794.0,33,3,0,36,1682,25,0,1,2,2,10,2
1590,31497.0,22,8,0,61,155,10,1,0,2,3,11,4
1591,74268.0,83,2,0,68,892,13,0,0,2,2,10,2
1592,13724.0,43,9,0,35,58,5,1,1,2,3,11,1
1593,45143.0,74,7,0,58,311,15,1,0,2,3,10,3
1594,52569.0,54,3,0,56,95,7,1,0,1,2,9,4
1595,48432.0,3,8,0,50,424,19,1,1,1,2,11,4
1596,17144.0,96,7,0,63,47,12,2,0,2,4,9,3
1597,36108.0,68,9,0,39,339,15,1,1,1,2,10,2
1598,76445.0,2,6,0,52,1410,21,1,0,2,3,11,2
1599,36663.0,40,2,0,48,35,6,1,0,2,3,9,4
1600,53843.0,64,7,0,58,562,20,1,0,2,3,10,3
1601,90226.0,26,2,0,67,2352,24,0,1,2,2,11,3
1602,70638.0,69,3,0,68,1334,20,0,1,1,1,10,3
1603,44512.0,57,4,0,63,32,6,2,0,2,4,10,2
1604,27116.0,78,7,0,62,41,7,2,0,2,4,9,2
1605,54072.0,71,8,0,60,39,5,2,0,2,4,10,4
1606,71855.0,59,3,0,46,1141,25,1,0,2,3,10,2
1607,51250.0,28,9,0,33,710,24,1,1,1,2,10,3
1608,60432.0,61,6,0,50,401,19,1,0,2,3,9,3
1609,65526.0,22,2,0,59,506,17,1,0,2,3,9,4
1610,68655.0,95,3,0,35,1538,21,0,0,1,1,11,2
1611,12393.0,38,9,0,45,57,6,0,0,2,2,11,3
1612,64509.0,19,4,0,33,1722,19,0,2,1,1,10,2
1613,33955.0,92,8,0,48,270,15,1,0,1,2,10,2
1614,31353.0,24,8,0,46,31,6,2,1,2,4,10,2
1615,55434.0,21,4,0,39,882,24,1,0,2,3,10,2
1616,28359.0,35,7,0,40,16,4,1,0,2,3,10,2
1617,57100.0,9,3,0,36,311,14,1,0,1,2,9,2
1618,69139.0,23,4,0,58,227,11,1,0,2,3,9,2
1619,52973.0,92,8,0,67,1152,31,1,0,2,3,11,3
1620,51717.0,55,7,0,58,122,8,1,1,2,3,10,4
1621,18793.0,14,8,0,52,77,9,1,0,2,3,10,2
1622,66664.0,78,3,0,41,1289,19,0,0,2,2,11,3
1623,50664.0,64,9,0,64,561,24,2,0,1,3,10,2
1624,54414.0,49,4,0,60,211,13,2,0,2,4,10,2
1625,54549.0,8,7,0,71,233,12,1,0,2,3,9,4
1626,47111.0,35,9,0,52,1092,21,1,0,1,2,11,4
1627,41003.0,11,6,0,60,601,17,0,0,1,1,10,4
1628,19444.0,8,7,0,41,54,10,1,1,2,3,9,2
1629,36301.0,53,7,0,47,78,7,1,0,2,3,10,3
1630,73059.0,36,4,0,76,1095,26,1,0,2,3,10,4
1631,42731.0,64,5,0,54,244,13,1,0,2,3,10,4
1632,52854.0,43,5,0,64,116,9,2,0,2,4,9,4
1633,22775.0,40,8,0,45,15,4,1,0,2,3,10,2
1634,46681.0,52,5,0,75,425,16,2,0,2,4,10,4
1635,59821.0,11,8,0,68,734,26,1,0,2,3,10,4
1636,50002.0,21,7,0,69,638,19,1,0,1,2,10,2
1637,69755.0,23,1,0,78,894,22,0,0,2,2,10,2
1638,44078.0,17,5,0,54,41,7,2,0,2,4,9,2
1639,30560.0,6,7,0,47,31,5,1,0,2,3,10,3
1640,35924.0,56,5,0,54,34,5,2,0,2,4,9,3
1641,64140.0,71,5,0,59,1750,18,2,4,1,3,10,4
1642,56386.0,51,9,0,42,612,25,2,0,2,4,11,2
1643,24594.0,94,5,0,44,29,5,1,0,2,3,10,1
1644,75774.0,27,4,0,42,823,21,1,0,2,3,9,3
1645,39228.0,1,4,0,63,20,4,0,0,1,1,10,3
1646,58494.0,56,6,0,49,396,16,1,0,2,3,10,3
1647,58684.0,71,2,0,42,813,21,0,1,1,1,9,2
1648,57136.0,18,6,0,56,1179,20,0,1,1,1,10,2
1649,56551.0,48,4,0,73,138,10,2,0,1,3,9,4
1650,22448.0,86,3,0,41,55,9,1,0,2,3,9,2
1651,82014.0,48,6,0,62,1511,22,0,1,1,1,11,2
1652,34213.0,2,9,0,60,117,9,2,1,1,3,11,2
1654,25358.0,57,6,0,76,32,6,1,0,1,2,10,4
1655,35544.0,77,7,0,45,67,6,1,0,1,2,9,3
1656,36634.0,0,7,0,69,335,15,1,0,2,3,10,3
1657,62670.0,57,3,0,69,825,22,1,0,2,3,9,4
1658,50334.0,24,6,0,51,694,23,1,0,2,3,10,3
1659,72066.0,55,2,0,42,1792,17,0,3,1,1,9,2
1660,50729.0,62,6,0,65,496,24,2,0,1,3,10,4
1661,34916.0,89,9,0,55,231,13,2,0,2,4,10,2
1662,64892.0,77,4,0,47,902,24,1,0,1,2,9,2
1663,43602.0,45,6,0,57,68,9,2,0,1,3,9,2
1664,33996.0,46,4,0,34,71,6,0,0,1,1,10,4
1665,41473.0,80,7,0,38,76,6,1,0,1,2,10,3
1666,63246.0,60,4,0,56,772,22,2,0,2,4,10,4
1667,36732.0,71,2,0,64,47,9,2,0,2,4,10,4
1668,69084.0,43,8,0,53,1586,25,1,0,2,3,10,4
1669,77766.0,97,6,0,56,1529,34,1,2,2,3,10,4
1670,37929.0,49,7,0,38,265,13,0,3,1,1,10,4
1671,86610.0,66,2,0,72,1603,18,0,0,2,2,10,2
1672,80141.0,20,6,0,37,2091,22,0,2,2,2,10,3
1673,72635.0,54,3,0,68,981,21,0,1,2,2,10,3
1674,69016.0,61,5,0,53,1533,34,1,0,2,3,11,2
1675,20193.0,18,4,0,32,82,7,0,0,2,2,11,3
1676,27573.0,45,8,0,48,244,14,1,0,2,3,10,2
1677,15862.0,26,8,0,44,36,5,1,0,1,2,10,1
1678,49544.0,0,7,0,47,404,16,1,0,2,3,10,4
1679,33228.0,28,7,0,43,71,6,1,0,2,3,9,2
1680,70440.0,49,3,0,45,1572,23,0,1,2,2,10,2
1681,38232.0,84,5,0,52,122,11,2,0,2,4,9,2
1682,22554.0,38,5,0,68,41,10,2,0,2,4,11,4
1683,23536.0,53,3,0,40,10,4,1,0,2,3,9,4
1684,49413.0,88,5,0,71,304,13,1,0,2,3,10,2
1685,42231.0,99,5,0,54,37,5,2,0,2,4,9,2
1686,78789.0,12,2,0,43,1754,16,0,1,1,1,11,3
1687,56534.0,35,8,0,55,815,25,1,3,2,3,10,2
1688,58350.0,5,6,0,52,1001,27,1,0,1,2,10,2
1689,81217.0,77,1,0,34,1157,22,0,0,1,1,10,2
1690,49090.0,45,7,0,72,688,21,1,0,1,2,10,2
1691,61787.0,71,5,0,36,1319,19,0,0,1,1,10,3
1692,18169.0,40,8,0,38,21,4,1,0,2,3,10,4
1693,24336.0,82,7,0,42,31,4,1,0,1,2,11,3
1694,18222.0,70,8,0,33,67,6,0,0,2,2,11,2
1695,62335.0,87,2,0,71,708,21,1,0,1,2,10,2
1696,42033.0,95,7,0,52,25,4,2,0,2,4,11,3
1697,86580.0,72,1,0,40,746,11,0,1,2,2,10,4
1698,41437.0,5,7,0,66,32,5,2,0,1,3,11,4
1699,73705.0,86,5,0,72,1695,25,2,0,1,3,9,3
1700,61064.0,80,6,0,47,1080,28,1,0,2,3,11,2
1701,38452.0,62,7,0,68,72,9,2,0,2,4,9,3
1702,18358.0,49,7,0,34,57,10,1,0,1,2,10,2
1703,55012.0,85,5,0,50,660,25,1,0,2,3,9,4
1704,9722.0,7,8,0,50,103,11,1,1,2,3,11,1
1705,38175.0,6,7,0,39,153,11,1,0,2,3,10,4
1706,58656.0,25,6,0,67,1220,32,1,1,2,3,11,3
1707,52117.0,55,7,0,58,279,13,1,0,2,3,11,2
1708,64813.0,81,5,0,45,745,20,1,0,2,3,9,2
1709,54222.0,98,3,0,50,264,12,1,0,2,3,9,4
1710,83512.0,31,1,0,37,2157,22,0,5,2,2,9,2
1711,77520.0,30,4,0,64,1526,23,1,4,2,3,10,3
1712,41154.0,98,5,0,45,69,6,1,0,2,3,10,2
1713,80398.0,92,3,0,57,1597,26,0,1,2,2,11,2
1714,18746.0,41,6,0,31,64,8,1,0,1,2,9,1
1715,35196.0,68,8,0,39,497,18,1,0,2,3,11,2
1716,60230.0,78,5,0,67,1067,17,1,0,1,2,10,2
1717,22108.0,46,7,0,46,31,7,2,0,2,4,9,2
1718,44392.0,71,7,0,49,211,14,2,0,2,4,10,2
1719,55424.0,6,6,0,47,877,25,1,2,2,3,11,4
1720,17688.0,82,8,1,44,11,4,1,0,2,3,10,2
1721,92491.0,71,3,0,40,2034,25,0,4,2,2,10,4
1722,90273.0,32,2,0,32,1991,19,0,4,1,1,10,2
1723,82571.0,28,2,0,61,1686,24,0,1,1,1,9,4
1724,38513.0,20,8,0,41,324,17,1,1,1,2,9,4
1725,16653.0,10,6,0,44,69,9,1,1,1,2,9,3
1726,42586.0,7,8,0,68,252,16,2,1,2,4,11,2
1727,23529.0,67,6,0,58,54,5,1,0,1,2,10,1
1728,74881.0,48,5,0,62,964,27,2,0,2,4,10,3
1729,71107.0,61,4,0,72,1327,28,1,0,2,3,10,2
1730,46910.0,36,6,0,59,68,7,2,0,2,4,9,4
1731,18690.0,77,8,0,64,60,5,0,0,2,2,11,2
1732,37244.0,90,7,0,68,55,5,2,1,1,3,10,2
1733,82427.0,35,1,0,57,1456,21,0,1,2,2,9,2
1734,75342.0,38,4,0,65,563,18,1,0,1,2,10,3
1735,70044.0,46,5,0,69,1504,26,1,0,1,2,10,2
1736,79146.0,33,6,0,56,564,19,2,0,1,3,9,2
1737,77437.0,70,1,0,60,1125,23,0,1,2,2,10,2
1738,54984.0,51,7,0,64,358,17,1,1,2,3,9,2
1739,42403.0,18,8,0,52,42,5,1,0,2,3,10,4
1740,55761.0,97,6,0,59,184,10,1,1,2,3,9,2
1741,37292.0,32,8,0,40,460,19,1,0,2,3,10,2
1742,45576.0,9,8,0,78,145,8,0,1,1,1,9,4
1743,70321.0,6,4,0,76,1376,25,0,1,2,2,10,2
1744,58086.0,80,8,0,54,792,23,1,0,1,2,10,4
1745,81795.0,74,2,0,71,1382,23,0,0,2,2,11,2
1746,28389.0,49,7,0,76,28,4,0,0,2,2,11,1
1747,66835.0,21,2,0,77,1033,24,0,0,2,2,10,3
1748,69901.0,95,5,0,54,882,23,1,0,1,2,10,2
1749,80360.0,56,2,0,74,2231,15,0,3,2,2,10,4
1750,63342.0,48,6,0,62,1101,19,1,2,2,3,11,4
1751,44989.0,26,6,0,49,369,16,1,0,2,3,11,2
1752,31859.0,3,7,0,43,48,5,1,0,1,2,9,3
1753,51569.0,39,8,0,74,467,19,1,2,1,2,10,4
1754,30372.0,33,7,0,52,44,8,2,0,1,3,11,2
1755,16014.0,42,3,0,44,38,10,2,0,1,3,10,1
1756,41120.0,80,6,0,55,81,9,2,0,2,4,10,2
1757,39763.0,9,9,0,52,167,10,1,1,1,2,10,3
1758,38725.0,52,4,0,68,45,7,2,0,2,4,9,4
1759,77981.0,78,5,0,51,664,21,1,0,2,3,10,2
1760,62905.0,68,4,0,59,622,20,1,0,2,3,10,3
1761,13533.0,45,7,0,44,48,7,1,0,1,2,10,3
1762,59481.0,47,2,0,48,461,16,1,0,2,3,10,2
1763,72117.0,34,5,0,46,1073,26,1,0,2,3,10,2
1764,21955.0,81,6,0,37,55,8,1,0,2,3,10,3
1765,67131.0,72,6,0,67,976,26,1,0,2,3,10,2
1766,36802.0,23,5,0,43,20,5,1,0,1,2,9,4
1767,71853.0,29,1,0,41,1149,17,0,0,2,2,10,2
1768,28249.0,80,6,0,62,43,6,0,0,2,2,9,1
1769,47808.0,30,7,0,48,224,10,1,1,2,3,10,3
1770,25509.0,15,9,0,49,101,9,1,1,1,2,11,4
1771,51012.0,86,6,0,77,209,10,0,0,2,2,10,4
1772,70596.0,68,2,0,38,968,21,0,0,1,1,11,2
1773,85431.0,54,0,0,71,1165,17,0,0,2,2,10,4
1774,42664.0,44,6,0,56,24,5,1,0,2,3,9,2
1775,42586.0,7,8,0,68,252,16,2,1,2,4,11,2
1776,29760.0,87,8,0,38,165,12,1,0,1,2,11,2
1777,28973.0,59,8,0,46,269,13,0,0,2,2,11,4
