ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_spend,Total_purchase,Total_children,accepted_camp,Total_adults,Family_size,Customer_Since_Years,Education_encode,Cluster,Age_bins
1808,1619,1956,Graduation,Couple,90369.0,0,0,2014-04-28,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,67,1588,17,0,1,2,2,9,2,2,60-80
1809,1990,1974,PhD,Single,63159.0,0,0,2012-11-05,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,49,1797,17,0,1,1,1,11,4,2,40-60
1810,5513,1966,Graduation,Couple,37758.0,1,1,2012-10-04,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,57,40,6,2,0,2,4,11,2,1,40-60
1811,269,1963,PhD,Single,46757.0,0,1,2012-11-16,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,60,1143,21,1,0,1,2,11,4,2,40-60
1812,8093,1969,Master,Couple,79734.0,0,0,2014-06-28,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,54,914,14,0,1,2,2,9,3,2,40-60
1813,10513,1992,Graduation,Couple,63207.0,0,0,2013-01-20,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,31,1502,12,0,1,2,2,10,2,2,20-40
1814,10177,1954,Graduation,Single,72071.0,0,1,2013-02-14,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,69,1338,20,1,0,1,2,10,2,2,60-80
1815,2549,1983,PhD,Couple,21840.0,1,0,2013-07-21,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,40,27,5,1,0,2,3,10,4,1,20-40
1816,5782,1982,Master,Couple,58582.0,0,1,2013-09-28,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,41,763,22,1,1,2,3,10,3,2,40-60
1817,10057,1951,Graduation,Single,72282.0,0,0,2013-07-19,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,72,1331,22,0,1,1,1,10,2,2,60-80
1818,10307,1956,Graduation,Couple,50387.0,0,2,2013-08-31,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,67,525,19,2,0,2,4,10,2,1,60-80
1819,8566,1961,PhD,Couple,32583.0,1,1,2014-06-15,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,62,9,4,2,0,2,4,9,4,1,60-80
1820,2415,1962,Graduation,Couple,62568.0,0,1,2014-04-07,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,61,953,16,1,1,2,3,9,2,2,60-80
1821,5684,1971,Master,Single,44635.0,1,1,2013-10-11,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,52,68,7,2,0,1,3,10,3,1,40-60
1822,8334,1971,Master,Single,33316.0,1,1,2013-10-04,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,52,131,10,2,0,1,3,10,3,1,40-60
1823,9166,1968,Graduation,Couple,63967.0,0,1,2013-08-09,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,55,882,23,1,0,2,3,10,2,2,40-60
1824,1440,1978,Master,Couple,52513.0,0,0,2012-09-04,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,45,1149,25,0,0,2,2,11,3,2,40-60
1825,78,1969,Graduation,Couple,25293.0,1,0,2013-09-15,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,54,37,5,1,0,2,3,10,2,1,40-60
1826,5441,1965,PhD,Single,54111.0,0,1,2013-08-25,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,58,388,15,1,0,1,2,10,4,1,40-60
1827,5302,1986,Graduation,Couple,78394.0,0,0,2013-02-15,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,37,1428,16,0,1,2,2,10,2,2,20-40
1828,4687,1958,Master,Couple,80739.0,0,0,2013-05-23,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,65,1633,24,0,0,2,2,10,3,2,60-80
1829,1087,1975,Master,Couple,22669.0,1,0,2013-05-22,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,48,173,10,1,1,2,3,10,3,1,40-60
1830,6859,1987,Graduation,Single,29236.0,1,0,2013-10-08,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,36,99,9,1,0,1,2,10,2,1,20-40
1831,9860,1959,Graduation,Couple,44911.0,0,1,2013-03-15,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,64,215,12,1,0,2,3,10,2,1,60-80
1832,7129,1962,PhD,Couple,54693.0,0,1,2013-02-17,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,61,929,31,1,0,2,3,10,4,2,60-80
1833,5866,1974,Graduation,Couple,48186.0,1,0,2014-03-20,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,49,219,12,1,0,2,3,9,2,1,40-60
1834,10521,1977,Graduation,Couple,54809.0,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,46,174,12,2,1,2,4,10,2,1,40-60
1835,7393,1978,Graduation,Couple,41580.0,1,1,2012-12-10,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,45,92,9,2,0,2,4,11,2,1,40-60
1836,7849,1970,PhD,Couple,80336.0,0,0,2013-09-09,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,53,1052,25,0,0,2,2,10,4,2,40-60
1837,332,1957,Graduation,Couple,47743.0,0,1,2013-03-22,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,66,275,14,1,1,2,3,10,2,1,60-80
1838,9847,1955,Master,Couple,62972.0,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,68,587,16,1,0,2,3,11,3,2,60-80
1839,531,1954,PhD,Single,57333.0,0,1,2012-09-22,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,69,1662,33,1,1,1,2,11,4,2,60-80
1840,9576,1982,PhD,Couple,32313.0,1,0,2013-02-11,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,41,159,11,1,0,2,3,10,4,1,40-60
1841,6906,1953,Master,Single,84953.0,0,0,2013-06-03,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,70,1024,18,0,4,1,1,10,3,0,60-80
1842,7419,1968,Master,Single,27071.0,1,0,2014-04-23,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,55,35,7,1,0,1,2,9,3,1,40-60
1843,3170,1957,Master,Couple,68148.0,0,0,2013-08-31,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,66,1042,15,0,0,2,2,10,3,2,60-80
1844,8527,1965,Master,Couple,65735.0,1,1,2013-12-07,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,58,395,19,2,0,2,4,10,3,1,40-60
1845,7872,1975,PhD,Couple,86836.0,0,0,2012-09-12,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,48,557,23,0,4,2,2,11,4,0,40-60
1846,9931,1963,PhD,Couple,4023.0,1,1,2014-06-23,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,60,9,15,2,0,2,4,9,4,1,40-60
1847,10595,1990,Graduation,Couple,30093.0,0,0,2013-07-08,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,33,69,6,0,0,2,2,10,2,1,20-40
1848,4609,1966,PhD,Couple,57705.0,0,1,2014-01-11,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,57,486,18,1,0,2,3,9,4,1,40-60
1849,5010,1988,Graduation,Single,25008.0,1,0,2014-02-02,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,35,34,6,1,0,1,2,9,2,1,20-40
1850,4427,1995,Master,Single,83257.0,0,0,2012-09-18,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,28,1365,28,0,3,1,1,11,3,0,20-40
1851,11148,1975,Graduation,Couple,22280.0,1,0,2013-05-19,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,48,13,4,1,0,2,3,10,2,1,40-60
1852,1168,1978,PhD,Couple,72159.0,0,0,2012-10-29,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,45,1401,21,0,0,2,2,11,4,2,40-60
1853,9595,1961,Graduation,Couple,64260.0,0,0,2013-01-11,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,62,1574,14,0,1,2,2,10,2,2,60-80
1854,10163,1984,PhD,Single,82733.0,0,0,2013-09-10,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,39,1323,20,0,1,1,1,10,4,2,20-40
1855,2886,1971,Master,Single,74290.0,0,1,2013-08-12,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,52,1217,32,1,2,1,2,10,3,0,40-60
1856,6710,1951,Master,Single,58217.0,2,1,2012-11-17,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,72,103,7,3,0,1,4,11,3,1,60-80
1857,5316,1976,Master,Couple,21024.0,0,0,2013-07-04,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,47,84,7,0,0,2,2,10,3,1,40-60
1858,9029,1972,PhD,Couple,70116.0,0,0,2013-01-26,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,51,1536,23,0,0,2,2,10,4,2,40-60
1859,521,1985,Graduation,Couple,54006.0,1,0,2012-09-18,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,38,581,18,1,0,2,3,11,2,2,20-40
1860,1459,1966,PhD,Couple,69063.0,0,1,2012-11-07,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,57,928,14,1,0,2,3,11,4,2,40-60
1861,10241,1975,Master,Single,11448.0,0,0,2013-12-15,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,48,14,4,0,0,1,1,10,3,1,40-60
1862,1630,1979,Graduation,Single,61825.0,0,1,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,44,424,15,1,0,1,2,10,2,2,40-60
1863,3254,1971,Graduation,Couple,70886.0,1,0,2013-10-14,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,52,960,14,1,0,2,3,10,2,2,40-60
1864,9064,1982,Graduation,Couple,69109.0,0,0,2012-11-09,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,41,1555,20,0,2,2,2,11,2,0,40-60
1865,3678,1973,Graduation,Single,60208.0,1,1,2012-10-07,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,50,656,29,2,2,1,3,11,2,2,40-60
1866,4227,1968,Master,Couple,32889.0,1,1,2013-09-06,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,55,55,9,2,0,2,4,10,3,1,40-60
1867,9467,1984,Graduation,Single,34738.0,1,0,2014-05-11,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,39,20,5,1,0,1,2,9,2,1,20-40
1868,8486,1971,Master,Couple,30538.0,1,0,2012-10-01,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,52,367,17,1,0,2,3,11,3,1,40-60
1869,2186,1977,Master,Couple,82326.0,0,0,2014-03-10,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,46,2257,22,0,4,2,2,9,3,0,40-60
1870,3286,1967,PhD,Single,26642.0,1,0,2014-03-01,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,56,42,7,1,0,1,2,9,4,1,40-60
1871,8602,1964,Graduation,Single,69932.0,0,1,2013-06-12,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,59,1049,26,1,0,1,2,10,2,2,40-60
1872,3722,1972,Graduation,Single,44503.0,1,1,2014-04-16,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,51,48,7,2,0,1,3,9,2,1,40-60
1873,6715,1948,PhD,Single,60200.0,0,1,2013-01-02,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,75,685,25,1,0,1,2,10,4,2,60-80
1874,4796,1952,Graduation,Single,49638.0,0,1,2014-04-19,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,71,39,5,1,0,1,2,9,2,1,60-80
1875,9612,1987,Master,Single,23830.0,0,0,2014-02-07,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,36,43,5,0,0,1,1,9,3,1,20-40
1876,3766,1959,Master,Single,33051.0,0,0,2012-08-16,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,64,835,21,0,1,1,1,11,3,2,60-80
1877,1399,1958,Graduation,Couple,72905.0,0,0,2014-01-21,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,65,1515,20,0,1,2,2,9,2,2,60-80
1878,1570,1951,PhD,Couple,69702.0,0,1,2013-02-19,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,72,1039,26,1,0,2,3,10,4,2,60-80
1879,3426,1975,Graduation,Single,70300.0,1,0,2013-07-15,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,48,1596,26,1,0,1,2,10,2,2,40-60
1880,3074,1984,PhD,Couple,70643.0,0,0,2012-10-15,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,39,1828,18,0,1,2,2,11,4,2,20-40
1881,8341,1969,PhD,Couple,30396.0,1,0,2014-04-30,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,54,34,6,1,2,2,3,9,4,1,40-60
1882,5180,1968,PhD,Single,50616.0,0,1,2014-04-18,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,55,149,10,1,0,1,2,9,4,1,40-60
1883,6461,1969,Master,Single,62772.0,0,1,2013-05-19,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,54,946,23,1,1,1,2,10,3,2,40-60
1884,7679,1985,PhD,Single,30298.0,0,0,2014-05-19,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,38,28,6,0,0,1,1,9,4,1,20-40
1885,10702,1984,Graduation,Single,52413.0,1,0,2012-11-03,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,39,450,17,1,0,1,2,11,2,1,20-40
1886,7505,1957,PhD,Couple,44155.0,1,1,2014-01-19,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,66,46,5,2,0,2,4,9,4,1,60-80
1887,5113,1971,PhD,Single,86979.0,0,0,2013-11-07,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,52,1702,16,0,2,1,1,10,4,0,40-60
1888,10858,1975,Graduation,Couple,76532.0,1,1,2013-09-09,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,48,820,25,2,0,2,4,10,2,2,40-60
1889,2961,1982,Graduation,Couple,42081.0,1,0,2013-02-26,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,41,382,15,1,1,2,3,10,2,1,40-60
1890,2747,1988,PhD,Couple,67546.0,0,0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,35,2126,20,0,0,2,2,11,4,2,20-40
1891,3010,1989,Master,Couple,88420.0,0,0,2014-05-02,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,34,2069,20,0,3,2,2,9,3,0,20-40
1892,5790,1985,Graduation,Couple,31158.0,1,0,2013-01-27,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,38,72,7,1,0,2,3,10,2,1,20-40
1893,6892,1968,Graduation,Single,61671.0,0,1,2014-06-03,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,55,732,28,1,2,1,2,9,2,2,40-60
1894,1743,1974,Graduation,Single,69719.0,0,0,2014-05-26,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,49,801,11,0,0,1,1,9,2,2,40-60
1895,3578,1949,Graduation,Single,49160.0,0,1,2013-10-20,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,74,236,12,1,0,1,2,10,2,1,60-80
1896,8462,1978,Basic,Couple,24882.0,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,45,80,5,1,1,2,3,11,1,1,40-60
1897,5558,1954,PhD,Single,90933.0,0,0,2014-03-31,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,69,1685,15,0,1,1,1,9,4,2,60-80
1898,4619,1945,PhD,Single,113734.0,0,0,2014-05-28,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,78,277,27,0,0,1,1,9,4,2,60-80
1899,8780,1950,PhD,Couple,59292.0,0,1,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,73,507,18,1,0,2,3,10,4,2,60-80
1900,10789,1964,PhD,Couple,45759.0,1,1,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,59,68,7,2,0,2,4,10,4,1,40-60
1901,10779,1983,Graduation,Single,22148.0,0,0,2014-04-13,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,40,49,5,0,0,1,1,9,2,1,20-40
1902,5896,1987,Master,Couple,73395.0,0,0,2014-03-18,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,36,397,15,0,0,2,2,9,3,1,20-40
1903,2337,1971,Graduation,Single,29819.0,1,0,2013-10-24,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,52,39,9,1,0,1,2,10,2,1,40-60
1904,10951,1968,Graduation,Couple,45688.0,0,1,2014-01-25,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,55,306,14,1,1,2,3,9,2,1,40-60
1905,544,1954,Graduation,Couple,62820.0,0,0,2013-05-11,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,69,976,14,0,0,2,2,10,2,2,60-80
1906,17,1971,PhD,Couple,60491.0,0,1,2013-09-06,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,52,1028,28,1,0,2,3,10,4,2,40-60
1907,10680,1986,Graduation,Couple,33235.0,1,0,2014-02-05,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,37,70,7,1,0,2,3,9,2,1,20-40
1908,3265,1959,Graduation,Couple,35701.0,0,0,2013-03-19,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,64,46,5,0,0,2,2,10,2,1,60-80
1909,5623,1980,Master,Couple,31535.0,1,0,2013-09-26,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,43,51,5,1,1,2,3,10,3,1,40-60
1910,5832,1960,Master,Couple,92556.0,0,0,2014-04-20,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,63,1263,21,0,0,2,2,9,3,2,60-80
1911,5544,1970,Graduation,Single,67384.0,0,1,2012-11-10,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,53,1490,22,1,1,1,2,11,2,2,40-60
1912,6417,1971,Master,Couple,80573.0,0,0,2012-10-14,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,52,1564,24,0,0,2,2,11,3,2,40-60
1913,5831,1967,Graduation,Couple,77870.0,0,1,2012-08-22,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,56,1815,18,1,3,2,3,11,2,0,40-60
1914,7101,1963,PhD,Single,52278.0,0,1,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,60,1198,31,1,0,1,2,10,4,2,40-60
1915,10176,1968,Graduation,Single,57107.0,0,1,2012-08-24,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,55,416,23,1,3,1,2,11,2,0,40-60
1916,2326,1990,Graduation,Couple,18929.0,0,0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,33,85,6,0,0,2,2,10,2,1,20-40
1917,4385,1981,PhD,Single,36038.0,1,0,2013-05-31,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,42,47,8,1,0,1,2,10,4,1,40-60
1918,2929,1976,Graduation,Single,20180.0,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,47,137,8,0,0,1,1,10,2,1,40-60
1919,10686,1965,PhD,Couple,34230.0,1,1,2012-12-26,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,58,21,4,2,0,2,4,11,4,1,40-60
1920,2546,1977,Master,Single,31878.0,0,1,2014-06-22,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,46,70,6,1,0,1,2,9,3,1,40-60
1921,3283,1972,Master,Couple,70932.0,0,1,2014-01-19,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,51,909,22,1,0,2,3,9,3,2,40-60
1922,3138,1956,Graduation,Single,91249.0,0,0,2012-10-20,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,67,1676,22,0,5,1,1,11,2,0,60-80
1923,4994,1943,Master,Single,77598.0,0,0,2013-10-01,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,80,1735,26,0,1,1,1,10,3,2,60-80
1924,7966,1959,Graduation,Single,80982.0,1,1,2013-01-08,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,64,1191,30,2,0,1,3,10,2,2,60-80
1925,3112,1977,Master,Couple,22701.0,1,0,2013-09-05,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,46,24,5,1,0,2,3,10,3,1,40-60
1926,10872,1969,PhD,Couple,55212.0,0,1,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,54,1182,20,1,2,2,3,11,4,0,40-60
1927,2181,1970,Graduation,Couple,70617.0,0,0,2013-06-23,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,53,1280,14,0,0,2,2,10,2,2,40-60
1928,1867,1957,Graduation,Single,64849.0,0,0,2012-11-13,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,66,1336,19,0,1,1,1,11,2,2,60-80
1929,1518,1965,Master,Couple,62694.0,1,1,2013-06-17,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,58,749,24,2,0,2,4,10,3,2,40-60
1930,5734,1974,PhD,Couple,61917.0,1,1,2013-11-20,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,49,91,7,2,0,2,4,10,4,1,40-60
1931,2878,1947,PhD,Couple,67472.0,0,1,2013-09-28,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,76,414,15,1,0,2,3,10,4,2,60-80
1932,1458,1982,Master,Couple,21059.0,1,0,2014-01-07,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,41,44,9,1,0,2,3,9,3,1,40-60
1933,7007,1968,Master,Couple,29543.0,2,0,2014-04-01,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,55,63,8,2,0,2,4,9,3,1,40-60
1934,6200,1951,Graduation,Couple,75903.0,0,1,2013-04-08,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,72,901,23,1,0,2,3,10,2,2,60-80
1935,1403,1975,Master,Couple,34984.0,1,1,2012-09-06,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,48,38,6,2,0,2,4,11,3,1,40-60
1936,4827,1956,PhD,Single,54998.0,0,1,2013-03-10,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,67,455,20,1,1,1,2,10,4,2,60-80
1937,6250,1949,PhD,Single,54356.0,0,1,2012-11-19,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,74,775,24,1,1,1,2,11,4,2,60-80
1938,9291,1959,Master,Couple,34242.0,0,1,2014-03-23,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,64,15,4,1,0,2,3,9,3,1,60-80
1939,2478,1973,Graduation,Couple,25410.0,1,0,2013-08-31,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,50,38,6,1,0,2,3,10,2,1,40-60
1940,1139,1984,PhD,Couple,73356.0,0,0,2014-02-06,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1,39,1512,22,0,4,2,2,9,4,0,20-40
1941,5138,1950,Graduation,Couple,28320.0,0,1,2013-01-14,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,73,43,5,1,0,2,3,10,2,1,60-80
1942,5393,1977,Graduation,Single,23763.0,1,0,2012-08-07,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,46,42,5,1,0,1,2,11,2,1,40-60
1943,10413,1984,Graduation,Couple,72570.0,0,0,2014-04-25,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,39,1089,23,0,0,2,2,9,2,2,20-40
1944,5015,1976,Master,Couple,34529.0,1,0,2012-09-14,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,47,162,9,1,0,2,3,11,3,1,40-60
1945,10868,1951,Graduation,Single,70792.0,0,0,2013-02-06,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,72,1272,19,0,0,1,1,10,2,2,60-80
1946,10676,1982,Graduation,Couple,63211.0,0,0,2012-11-02,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1,41,1173,20,0,1,2,2,11,2,2,40-60
1947,2495,1974,Master,Couple,83891.0,0,1,2014-06-20,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,49,816,22,1,0,2,3,9,3,2,40-60
1948,7842,1968,Graduation,Single,36065.0,1,1,2013-03-31,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,55,74,9,2,0,1,3,10,2,1,40-60
1949,9955,1954,Graduation,Couple,39898.0,0,1,2013-02-12,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,69,134,9,1,0,2,3,10,2,1,60-80
1950,6663,1940,PhD,Single,51141.0,0,0,2013-07-08,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,83,157,9,0,0,1,1,10,4,1,80-100
1951,2162,1976,Graduation,Couple,56939.0,0,1,2013-09-18,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,47,561,18,1,0,2,3,10,2,2,40-60
